survey_id,customer_id,nps_score,survey_date,plan_type,contract_type,segment,feedback_category,feedback_text
SV-00974,C-1755,0,2024-03-01,Enterprise,Annual,detractor,Feature Request,"The video conferencing quality is consistently crisp, and the team messaging integration saves us a lot of back-and-forth. Our call center agents love the automatic routing feature, which they use every day without fail. However, we’d love to see a built‑in analytics dashboard to track call metrics in real time. Also, a softer onboarding walkthrough for new hires would help us get them up to speed faster. Overall, the platform feels solid and we’re eager to keep using it."
SV-01772,C-1756,1,2024-11-13,professional,Monthly,detractor,Billing,"Honestly, the billing process has been a nightmare from day one. We keep getting double‑charged for the same seats and each time it takes weeks for the finance team to sort it out. On top of that, the platform’s call quality has been spotty, dropping calls during peak hours. The critical support ticket we raised two months ago is still unresolved, which makes us question the value we’re getting. At this point, we’re actively looking for alternatives that won’t waste our time or money."
SV-03070,C-1757,1,2024-05-03,Starter,Monthly,detractor,Technical,"Despite the platform handling our massive call volume, the technical stability leaves much to be desired. Frequent latency spikes during video meetings cause our sales demos to lag, and the occasional call drops are costing us deals. The support team has been responsive, but the critical incidents we reported never received a permanent fix. Billing has been smooth, but the core technical issues are pushing us to consider a switch. We need a reliable solution that can truly support our heavy usage."
SV-02440,C-1757,0,2024-09-08,Starter,Monthly,detractor,Onboarding,"From the moment we signed up, the onboarding felt rushed and incomplete, leaving our small team confused about how to set up call routing. We’ve barely logged into the system in the past months, and the few times we tried, the interface was unintuitive. Billing errors kept appearing, and the unresolved tickets made the experience even more frustrating. It seems the platform isn’t suited for a starter plan like ours. We’ve decided to cancel and move to a service that offers better guidance and support."
SV-03097,C-1758,8,2024-03-12,Professional,Monthly,passive,Feature Request,"Overall the call quality is solid, but it would be great to see tighter integration with our CRM."
SV-03096,C-1758,10,2024-11-28,Professional,Monthly,promoter,General,"We've been using the platform for almost a year now, and the reliability has exceeded our expectations. The video conferencing never drops, even with 50 participants, which keeps our sales demos smooth. Our support agents love the intelligent call routing; they use it daily to handle inbound spikes without manual intervention. Billing has been transparent and the monthly statements match exactly what we use. We’ve already recommended the service to two of our partner firms."
SV-00296,C-1759,3,2024-11-06,enterprise,Annual,detractor,Account,"After months of struggling with the billing interface, we decided to terminate our contract. The constant overcharges and lack of clear invoices made it impossible to justify the expense. Even though we had a heavy call volume, the platform's routing features never performed as promised. Support tickets were answered quickly, but the underlying issues never got resolved. We’ve moved to a competitor that offers a more straightforward pricing model."
SV-04030,C-1760,6,2024-08-02,professional,Monthly,detractor,Technical,"The call quality is acceptable, yet the occasional echo during conference calls is frustrating. I’d also appreciate a more intuitive way to set up call queues without digging through the help docs."
SV_C-1761_1,C-1761,1,2024-11-15,Starter,Monthly,detractor,Billing,"Absolutely unacceptable—billing errors keep piling up and the support team never fixes them."
SV-03831,C-1762,8,2024-10-24,Professional,Monthly,passive,Feature Request,"While the messaging app works well for day‑to‑day chats, the video lobby often lags when we try to start a meeting. It would be helpful if the UI allowed us to pin important participants more easily."
SV-01103,C-1763,3,2024-10-31,Starter,Annual,detractor,Account,"Since we left the platform, we’ve noticed our call center efficiency dropped dramatically. The lack of a reliable call routing system forced us to handle each call manually, which hurt our response times."
SV-01104,C-1763,1,2024-02-27,Starter,Annual,detractor,Billing,"Honestly, the billing nightmare is what broke us. Every month there’s a mysterious extra charge that the invoice never explains, and the support tickets I raised kept getting closed as “resolved” without any fix. To make matters worse, a critical outage last quarter left our entire support line down for hours, costing us several client deals. The platform’s features are decent, but the constant financial headaches and unreliable uptime are intolerable. We’ve fully migrated to a different provider."
SV-00057,C-1764,9,2024-06-12,professional,Monthly,promoter,General,"I’m consistently impressed by how smooth our video conferences run, even with participants across three continents. The integration with our CRM automatically logs call notes, saving our reps a lot of time. The call analytics dashboard gives clear insights that help us optimize staffing. Billing has been spot‑on, with no surprises each month. I tell anyone looking for a unified communications solution to give this platform a try."
SV-00056,C-1764,7,2024-07-19,professional,Monthly,passive,Feature Request,"Good overall experience, though I wish the mobile app had a dark mode for after‑hours use. The call routing works well, and the occasional feature request I submitted was addressed within weeks."
SV-02072,C-1765,10,2024-01-29,Enterprise,Monthly,promoter,General,"Honestly, our contact center runs like a well‑oiled machine thanks to the platform’s call routing and video bridge. The crystal‑clear audio and near‑zero downtime have let us handle peak volumes without a hitch. Our sales agents swear by the integrated team messaging; they can jump from a chat to a video call in seconds. Even when a billing question popped up, support resolved it quickly, which is a nice safety net. We’ll definitely be recommending this solution to other enterprises."
SV-02071,C-1765,8,2024-09-22,Enterprise,Monthly,passive,Billing,"We’ve been using the system heavily for months and it still feels solid, but the recent dip in our billing response time is noticeable. The call quality and agent dashboard remain top‑notch, yet a quicker invoice clarification would make the experience flawless. Overall, we’re happy but hope the billing team can tighten up their turnaround."
SV-02238,C-1766,8,2024-12-24,Professional,Annual,passive,Technical,"The platform generally meets our needs, especially the reliable video conferencing on our remote teams. However, we’ve hit a few snags with the integration to our CRM, causing occasional sync delays. The technical support tickets are usually resolved, but the 10 % that linger are frustrating during busy weeks. A more stable API would greatly improve our workflow. Still, the core calling features are dependable."
SV-02773,C-1767,7,2024-01-21,Starter,Annual,passive,Billing,"I like the basic calling and messaging features, but the recent payment failure was a real hassle. It took several attempts to get the invoice cleared, and the support response was slower than I’d like. A smoother billing process would keep us from looking elsewhere."
SV-02772,C-1767,7,2024-11-26,Starter,Annual,passive,Billing,"Our team appreciates the ease of setting up group calls, yet the one payment glitch we experienced caused unnecessary downtime. The support staff eventually fixed it, but the delay was inconvenient. It would be great if the system could auto‑retry failed payments to avoid these interruptions."
SV-02954,C-1768,2,2024-12-11,Professional,Monthly,detractor,Billing,"After months of struggling with inconsistent call quality, we finally decided to move on. The platform’s frequent outages cost us several client meetings and strained our reputation. Billing disputes added insult to injury, and the lack of proactive support made the situation untenable. We’ve already switched to a competitor that guarantees uptime and transparent invoicing. I wouldn’t recommend this service to anyone who can’t afford another disruption."
SV-02955,C-1768,1,2024-03-03,Professional,Monthly,detractor,Billing,"Despite paying for premium support, the platform kept dropping calls and never fixed the billing errors."
SV-00450,C-1769,6,2024-10-29,Professional,Annual,detractor,Feature Request,"Finally, the interface feels clunky and the feature set feels half‑baked for our needs."
SV-03311,C-1770,7,2024-10-24,Professional,Monthly,passive,Feature Request,"Simply put, the call quality is solid, but we’re not using many of the advanced features because the onboarding was minimal. A more thorough tutorial or guided tour would help our agents adopt the full suite. Until then, we’re only scratching the surface of what the product could do."
SV-00528,C-1771,2,2024-12-03,Starter,Annual,detractor,Billing,"Overall, the constant payment failures have been a nightmare for our small team, and they’ve kept us from fully exploring the platform’s capabilities. Each billing error required a manual workaround, draining time that could be spent on client calls. The low usage reflects the frustration we feel, and the lack of a clear resolution path makes us doubt the value. We’re considering alternative solutions that handle invoicing more reliably. If the payment system were stable, we might give it another chance."
SV-00891,C-1772,9,2024-12-28,Starter,Monthly,promoter,General,"Honestly, the unified communications suite has exceeded our expectations, especially the video conferencing stability during our client demos. The call quality remains crystal clear even when our remote teams are on congested networks. Integration with our CRM was seamless out of the box, saving us weeks of custom work. Support responded to the occasional billing query within an hour, which was impressive for a starter plan. We’ll definitely recommend this platform to other growing businesses."
SV-00892,C-1772,7,2024-06-06,Starter,Monthly,passive,Feature Request,"Overall, we’re pleased with the reliability of the phone system and the intuitive messaging interface. It would be great if the call routing rules could be saved as templates for faster setup. Apart from that, the service meets our needs for a small team."
SV-03717,C-1773,2,2024-12-01,Starter,Monthly,detractor,Technical,"Terrible experience – the call drops were constant and the support never got back to us, forcing us to switch providers."
SV-01217,C-1774,3,2024-05-02,Enterprise,Monthly,detractor,Billing,"We’ve encountered recurring billing errors that have cost us time and money, despite multiple tickets being raised. The invoices often show mismatched usage numbers, and the critical tickets haven’t been resolved in a timely manner. Onboarding was rushed, leaving our staff unsure how to configure advanced call routing. While the platform’s features are solid, the billing mishaps make us question the value. At this point we’re looking to move to a more reliable vendor."
SV-01216,C-1774,1,2024-11-13,Enterprise,Monthly,detractor,Billing,"Frustrated by the frequent billing disputes that show up on our monthly statements, especially after we upgraded to the enterprise tier. Each time we raise a ticket, the response is delayed and the issue persists, which disrupts our budgeting. We need a clearer, error‑free invoicing process to consider staying."
SV-01963,C-1775,8,2024-10-09,professional,Monthly,passive,General,"Our agents rely on the intelligent call routing feature every day, and it has noticeably cut average handling time. The video meetings rarely suffer from latency, even during peak hours, which keeps our client presentations professional. However, we miss a native integration with our ticketing system that would streamline post‑call follow‑ups. The platform’s uptime has been stellar, and the user interface feels modern and responsive. We’re happy to continue using it and will suggest it to partners."
SV-01964,C-1775,8,2024-03-16,professional,Monthly,passive,Feature Request,"The heavy usage by our support team has been smooth, with virtually no dropped calls during high‑volume periods. A minor wish would be the ability to customize the status messages in the team chat more flexibly. Otherwise, the service works well for our daily operations."
SV-02859,C-1776,7,2024-12-11,Professional,Annual,passive,Billing,"Billing glitches, like the recent payment failure notice, have made it hard to trust the invoicing system."
SV-03198,C-1777,1,2024-10-12,starter,Annual,detractor,Technical,"After weeks of trying to get the call quality to stay consistent, we still experience echo and jitter on almost every call. The lack of a clear troubleshooting guide forced us to open multiple high‑priority tickets that remain unresolved. Our onboarding session was brief and didn’t cover the advanced network settings we need. Because of these technical shortcomings, we’ve already migrated to another provider. The platform’s potential is wasted without proper support."
SV-03199,C-1777,1,2024-04-26,starter,Annual,detractor,Technical,"Again, the technical support has been slow to address the persistent audio lag that affects our conference calls. Each ticket seems to go in circles without a definitive fix, and the documentation is sparse. We’re unlikely to renew given these unresolved issues."
SV-01246,C-1778,1,2024-07-10,Professional,Annual,detractor,Billing,"Honestly, this platform has been a disaster for us. After three payment failures we were locked out of our own phone system, causing missed client calls and lost revenue. The support team barely responded, and the few tickets that were opened never got resolved, even though we have a critical incident open. Our agents can’t even log in after 75 days, so we’re in the process of terminating the contract."
SV-04044,C-1779,7,2024-06-16,Professional,Monthly,passive,Onboarding,"Our team runs the call center around the clock and we log over 120 hours a month, but we still haven’t unlocked most of the routing features. The UI feels clunky and we’re missing clear guidance on how to set up skill‑based queues, which forces us to rely on workarounds. While the call quality is solid and uptime is impressive, the low adoption is hurting our efficiency. It would be great to have a more interactive onboarding walkthrough and better in‑app tips. Until then we’re barely scratching the surface of what the platform can do."
SV-02798,C-1779,8,2024-08-15,Professional,Monthly,passive,Billing,"Seriously, the billing errors have become intolerable. After the first month we were overcharged by $500, and subsequent attempts to correct it were met with vague replies that never fixed the invoice. Our agents keep experiencing dropped calls during peak hours, yet the support tickets sit open with a critical priority label. The platform’s reliability has slipped since we started, and we’re actively looking for an alternative that respects our budget and uptime needs. I doubt we’ll ever return if this isn’t resolved immediately."
SV-02587,C-1780,8,2024-04-16,Enterprise,Monthly,passive,Feature Request,"Despite logging more than 160 hours of calls each month, we still can’t route calls based on agent skill levels without manual intervention. The agents love the video conference quality, but the lack of automated call distribution forces us to juggle spreadsheets during rush hour. Our account manager has been responsive, yet the missing feature limits our scalability and keeps us from fully leveraging the system. Adding a true AI‑driven routing engine would transform our workflow and justify the enterprise price. Until then we’re stuck patching the gaps ourselves."
SV-04043,C-1780,9,2024-12-26,Enterprise,Monthly,promoter,General,"Glad to see crystal‑clear video and rock‑solid call stability every day."
SV-02355,C-1781,9,2024-10-31,Professional,Monthly,promoter,General,"Thrilled with the seamless handoff between chat and voice – it just works."
SV-01780,C-1782,4,2024-06-14,Professional,Monthly,detractor,Feature Request,"After a few weeks we’ve settled into the platform and it’s mostly reliable. The call quality is good and our team appreciates the unified inbox, but the lack of native CRM integration means we waste time copying notes. If you could add a simple Zapier‑style connector it would close the loop nicely. Overall, we’re satisfied but hope to see that improvement soon."
SV-01779,C-1782,1,2024-10-06,Professional,Monthly,detractor,Onboarding,"We’ve been using the service for several months and the uptime has been impressive. However, the onboarding materials are thin, and our new hires struggle to find the right settings for group calls. A quick video tutorial on setting up team channels would cut the learning curve in half. Otherwise, the product meets our needs and we’re happy with the performance."
SV-02799,C-1783,8,2024-10-02,Starter,Annual,passive,Billing,"I’m disappointed with how billing issues have been handled; the invoice discrepancies were never fully corrected. Even though we have a critical ticket open, the support response has been slow and often generic. Our call center suffered dropped calls during the unresolved outage, affecting client satisfaction. We’re in the process of switching to a provider that can guarantee accurate billing and faster support."
SV-01543,C-1784,8,2024-11-24,Enterprise,Monthly,passive,Technical,"The platform works fine for the few calls we make each week, but we’re not taking full advantage of its features. Our occasional technical tickets sit unresolved for days, which is frustrating when we need a quick fix. It would help to have a clearer status page for ongoing incidents. Aside from that, the video quality is solid and we’re generally pleased."
SV-02588,C-1784,8,2024-02-06,Enterprise,Monthly,passive,Feature Request,"Honestly, the platform works well for our call center, and our agents rely on the routing feature every day. It would be great if the reporting dashboard could show real‑time queue metrics. Other than that, the stability has been solid."
SV-04014,C-1785,8,2024-12-21,Professional,Monthly,passive,Billing,"We appreciate the clear call quality, but the monthly invoice often shows unexpected overage charges. A more transparent breakdown would help us budget better. Overall the service meets our needs."
SV-01411,C-1786,6,2024-07-04,Professional,Monthly,detractor,Technical,"Call quality drops dramatically during peak hours, making it hard to serve customers."
SV-01707,C-1787,8,2024-08-28,Starter,Annual,passive,Technical,"Our team runs about 200 calls per day and the routing engine has been reliable overall. However, we still see 20% of tickets lingering unresolved, especially around call recording permissions. The recent critical outage last month disrupted our inbound queue for hours, which hurt our SLA commitments. We’d like a faster escalation path for high‑priority issues. Despite that, the account management portal is intuitive."
SV-01708,C-1787,8,2024-04-02,Starter,Annual,passive,Feature Request,"The integration with our CRM works, but syncing contact notes sometimes fails after a reboot. Fixing that would streamline our workflow. Otherwise, the video conferencing quality is impressive."
SV-02036,C-1788,7,2024-01-08,Enterprise,Annual,passive,Feature Request,"Routing decisions are fast, and our agents appreciate the ability to prioritize VIP callers on the fly. That said, the platform still shows a noticeable lag when we switch between skill groups during high‑volume periods. We’ve also experienced a handful of unresolved technical tickets that linger beyond the promised SLA. A more robust alert system for critical incidents would be valuable. Overall, the heavy usage feels supported, but there’s room for improvement in ticket resolution."
SV-02035,C-1788,6,2024-12-05,Enterprise,Annual,detractor,Technical,"Support responses are courteous, yet many of our high‑priority tickets remain open far longer than expected. The intermittent audio glitches during conferences also impact productivity. We hope the team can tighten up resolution times."
SV-00446,C-1789,9,2024-12-18,Enterprise,Annual,promoter,General,"I’m thrilled with the crystal‑clear video calls and the seamless screen‑share experience—this platform truly powers our remote collaboration."
SV_C-1790_1,C-1790,9,2024-11-13,Professional,Monthly,promoter,General,"Thanks for delivering a platform that’s both easy to set up and highly reliable for our small sales team. The onboarding guides walked us through the messaging features step‑by‑step, and we’ve been able to close deals faster with the built‑in video chat. Billing has been straightforward with no surprise fees, which we appreciate as a growing business. The technical support has answered all our questions promptly. We’ll definitely recommend this solution to peers."
SV-01981,C-1791,3,2024-09-27,Starter,Annual,detractor,Account,"After months of dealing with frequent call drops and a convoluted billing process, we decided to move to another provider. The platform never met our uptime expectations, and the support team took too long to address critical incidents. We also felt the contract terms were inflexible, making it hard to adjust our plan as needs changed. Ultimately, we’ve canceled our subscription and are transitioning to a competitor. I hope the company can address these issues for remaining customers."
SV-01455,C-1792,2,2024-12-09,Enterprise,Monthly,detractor,Technical,"Honestly the platform kept dropping calls and our sales team lost three deals this month."
SV-01456,C-1792,1,2024-04-07,Enterprise,Monthly,detractor,Technical,"After months of endless outages, our call center can’t keep up and we’ve already started looking at other vendors. The constant critical incidents have cost us clients, and the support team never resolved the routing bugs."
SV-04042,C-1793,2,2024-07-14,Professional,Annual,detractor,Technical,"We finally gave up on the video conferencing because the audio cuts out every other meeting, and we’ve been forced to use a competitor’s solution for our client calls. The integration with our CRM never synced, so we missed follow‑ups."
SV-03426,C-1794,7,2024-11-23,Professional,Annual,passive,Feature Request,"The UI feels clunky for quick chats, a shortcut bar would help."
SV-01412,C-1795,3,2024-11-23,Starter,Annual,detractor,Onboarding,"Our onboarding was a mess; the training materials were outdated and the support reps were slow to respond. We still can’t figure out how to set up the call queue, which hurts our small team’s efficiency."
SV-02293,C-1796,3,2024-07-16,Enterprise,Annual,detractor,General,"Despite not logging in often, the call quality remains solid and our agents appreciate the reliable routing. A quick mobile app update would be nice, but overall we’re satisfied."
SV-02374,C-1797,8,2024-04-11,Enterprise,Annual,passive,Billing,"I'm extremely disappointed with how this service has handled our account. We’ve experienced three payment failures that the billing portal never clarified, and each time support opened a ticket that sat idle for weeks. On top of that, the call routing feature glitches during peak hours, causing dropped calls and angry customers. Our agents, who handle over 150 hours a month, can’t rely on the system, and we’re seriously considering a switch."
SV-02292,C-1797,7,2024-10-16,Enterprise,Annual,passive,Feature Request,"I like that the platform’s video and messaging work well, but the lack of a native screen‑sharing shortcut slows our sales demos. Our usage is heavy, yet we’re forced to log in on a different device to share screens, which isn’t ideal. It would be great to see a one‑click share button integrated into the call UI. Also, the recent payment hiccup, though resolved, left a bad taste. Overall, we’re happy but hope for these improvements."
SV-01356,C-1798,3,2024-08-31,Professional,Annual,detractor,Billing,"Finally, after months of battling billing errors, we still see extra charges that never get corrected. The support tickets for these issues have a high unresolved rate, and each response takes days. Technically, the platform is stable, but the constant financial confusion erodes trust. Our team adopted most features, yet we can’t justify the cost when the invoicing is a nightmare. We’re on the brink of moving to a competitor that offers transparent billing."
SV-03361,C-1799,3,2024-09-25,Enterprise,Monthly,detractor,Technical,"To say the platform is unreliable would be an understatement after the critical outage last week that took down our entire call center. Our agents, who log over 150 hours monthly, were left with no way to route inbound calls, leading to lost revenue and frustrated customers. The technical tickets we opened have been closed without resolution, and each new issue seems to trigger another critical alert. On top of that, we’ve had no guidance on how to properly configure the advanced routing rules, which remain underused. Given these repeated failures, we are actively seeking alternatives."
SV-00271,C-1800,6,2024-11-07,Starter,Monthly,detractor,Billing,"Unfortunately we've decided to cancel because the constant billing errors and missed calls have cost us real customers."
SV-00272,C-1801,8,2024-08-15,Starter,Monthly,passive,Billing,"Honestly the platform has been a nightmare from day one – terrible call quality, endless glitches, and zero ROI."
SV-01727,C-1802,9,2024-08-06,Enterprise,Monthly,promoter,Billing,"We are fed up with the repeated payment failures and the lack of any real support for our critical incidents."
SV-02561,C-1803,3,2024-09-05,Starter,Monthly,detractor,Billing,"Overall the service works, but the monthly invoicing is confusing and we’ve been overcharged twice in the past quarter. The support team eventually fixed it, but the back‑and‑forth took too much time. I’d like a clearer billing dashboard."
SV-01048,C-1803,0,2024-01-28,Starter,Monthly,detractor,Billing,"Our experience has been mostly positive, yet the three payment failures this year were a hassle to resolve. The billing team responded quickly, but the interruptions made us worry about continuity. A more reliable payment gateway would make a big difference."
SV-00949,C-1804,8,2024-12-15,enterprise,Monthly,passive,Billing,"Despite heavy usage, our agents love the call routing and video quality, but the occasional billing notice feels vague. The platform’s uptime is solid, and the chat integration saves us time. A simple way to view detailed usage costs would be helpful."
SV-03324,C-1804,9,2024-06-04,enterprise,Monthly,promoter,Technical,"After a month of using the system, we’ve noticed intermittent drop‑outs on conference calls and occasional login glitches. The technical support tickets were answered, yet the underlying issue persists. It’s frustrating when a core feature isn’t stable."
SV-02344,C-1805,6,2024-10-08,Professional,Annual,detractor,General,"I’m genuinely impressed with how reliable the enterprise phone system has been for our remote teams. Call quality stays crystal clear even during peak hours, and the video conferencing feature integrates seamlessly with our CRM. Our agents use the intelligent routing feature daily and have reported a 20% reduction in average handling time. The recent addition of the live transcription option has been a game‑changer for compliance. Keep up the great work!"
SV-00950,C-1805,8,2024-05-18,Professional,Annual,passive,General,"The platform exceeds our expectations, especially with the heavy call volume we handle each month. Our support center relies on the omnichannel messaging and the video breakout rooms, which have never dropped a connection in our tests. The analytics dashboard provides real‑time insights that helped us optimize staffing and improve first‑call resolution. Additionally, the recent API enhancements made our custom integrations a breeze. We’ve already recommended it to several partners."
SV-03325,C-1806,3,2024-08-23,Enterprise,Annual,detractor,Technical,"Finally, after the initial hiccups, the technical performance has become rock solid for our team. The call routing logic is intuitive, and our power users appreciate the granular permission settings. Support responded to our feature request about custom call queues within 24 hours, and the implementation was flawless. The system’s uptime has been 99.98% over the past three months, which is critical for our global operations. I’d love to see a native integration with our project management tool, but overall I’m very satisfied."
SV-01728,C-1806,0,2024-02-01,Enterprise,Annual,detractor,Billing,"Honestly, after two missed payments and constant call drops, we’ve lost clients and are ready to pull the plug."
SV-01030,C-1807,6,2024-09-12,professional,Annual,detractor,Technical,"Our agents rely on the call routing feature daily, but the audio quality has been spotty for weeks. It’s frustrating when a clear conversation turns into static, and we expected more from an enterprise plan. A quick fix would go a long way."
SV-01031,C-1807,6,2024-01-16,professional,Annual,detractor,Feature Request,"The integration with our CRM works, but the setup process was confusing and took too long. We’d appreciate clearer documentation or a guided onboarding. Otherwise the platform holds promise."
SV-03951,C-1808,10,2024-11-07,professional,Annual,promoter,Billing,"While the video conferencing is solid, the occasional billing hiccup makes us nervous. The one failed payment was resolved, but a smoother invoicing flow would be nice. Overall, the service meets our needs."
SV-01014,C-1809,8,2024-11-05,Starter,Monthly,passive,Feature Request,"I like the messaging and call features, but the low adoption of advanced tools feels like a missed opportunity. If you could add more training resources for the enterprise suite, our team would use it more. Otherwise, it’s working well for us."
SV-04019,C-1810,7,2024-12-28,Enterprise,Monthly,passive,General,"We’ve been using the platform for over a year, and the reliability has been outstanding. Call quality stays crystal clear even during peak hours, and the video conferencing never drops a connection. Our support team loves the quick response times, especially for billing questions that are always resolved promptly. The integration with Slack and Salesforce saves us countless manual steps, and our agents can switch between calls and chats seamlessly. Honestly, we recommend this solution to every partner we talk to."
SV-01015,C-1810,6,2024-02-25,Enterprise,Monthly,detractor,Onboarding,"It's clear the platform can handle high call volumes, but we’ve struggled to get our staff up to speed on the advanced features. The onboarding materials were thin, and our internal training sessions felt rushed, leaving many agents unaware of routing options. As a result, we’re not seeing the efficiency gains we hoped for, despite the heavy usage. We need a more structured onboarding program or dedicated success manager to guide us through. Until then, the value feels limited."
SV-01258,C-1811,3,2024-12-27,Starter,Monthly,detractor,Onboarding,"After joining the starter plan, we quickly ran into roadblocks that never got resolved. The technical documentation was outdated, and when we raised tickets, the responses were slow and didn’t address the core issues. Because of this, we decided to cancel the service after just a few months. We felt the investment was wasted, especially since the promised integrations never worked as described. If you ever improve the onboarding experience, it might be worth reconsidering."
SV-02947,C-1812,1,2024-08-19,Enterprise,Monthly,detractor,Billing,"This service has been a nightmare from day one, with endless billing errors that never got fixed. Our account was hit with unexpected charges, and each time we called support, the issue resurfaced after a “quick fix.” The platform’s call quality is decent, but the constant billing drama outweighs any positives. We’ve already terminated the contract and are moving to a competitor that respects invoices. Frankly, I wouldn’t recommend this to anyone who values transparent billing."
SV-02948,C-1812,0,2024-04-24,Enterprise,Monthly,detractor,Account,"Seriously, the billing errors and constant service outages forced us to cancel and look elsewhere."
SV-01526,C-1813,8,2024-11-01,Enterprise,Monthly,passive,Feature Request,"Overall, the platform has been reliable for our call center, and the video quality is solid. We’d love to see a built‑in analytics dashboard for call routing so our managers can spot trends faster."
SV-00965,C-1814,2,2024-08-07,Starter,Monthly,detractor,Billing,"Seriously, two payment failures and the billing portal still won’t accept our credit card – we’re done."
SV-00966,C-1814,2,2024-04-28,Starter,Monthly,detractor,Billing,"After the first survey, nothing improved and we’re still stuck with the same billing nightmare. The two payment failures were never resolved, and each time we called support they promised a fix that never came. Our finance team has had to write off the missed invoices, costing us valuable time. Meanwhile, the call quality keeps dropping, making client calls impossible. At this point we’re actively looking for a new provider."
SV-00864,C-1815,5,2024-03-11,Professional,Monthly,detractor,Technical,"Despite using the system heavily, we’re still dealing with frequent call drops during peak hours. The video conferencing works, but the audio often cuts out, which frustrates our sales team. Our onboarding was smooth, but the technical support tickets we raised remain unresolved. We also wish the routing feature was more configurable without needing a developer. Overall, the platform feels half‑baked for our needs."
SV-00863,C-1815,4,2024-07-09,Professional,Monthly,detractor,Technical,"Frankly, the call routing rules don’t respect the priority settings we configured, leading to missed SLA targets. Support eventually fixed it, but the turnaround was slower than promised. We need more reliable configuration options."
SV-00603,C-1816,4,2024-08-24,Starter,Monthly,detractor,Billing,"The billing cycle has been a constant source of confusion since we signed up. Even though we’re on a monthly plan, we keep receiving invoices for the previous month’s usage that don’t match the dashboard. When we raised tickets, the responses were generic and never addressed the root cause. Moreover, a critical outage last quarter caused us to lose several client calls, yet we weren’t credited. With unresolved tickets lingering, we’re considering alternatives."
SV-00604,C-1816,3,2024-04-02,Starter,Monthly,detractor,Billing,"To say the billing errors are annoying would be an understatement; our credit card was declined twice and we still got charged. Support finally cleared it, but the delay impacted our cash flow. A more transparent invoicing system would go a long way."
SV-00630,C-1817,1,2024-01-19,Professional,Monthly,detractor,Technical,"One major failure that made us lose a key client was the system crashing during a live demo, leaving us with no audio or video for ten minutes. The platform’s technical stability is unacceptable, especially given the critical priority of our tickets that never got resolved. Our agents can’t rely on the routing feature because it often misroutes calls to the wrong department. The onboarding promised a robust setup, but we were left to troubleshoot on our own. At this point, we’re actively terminating the contract."
SV-00629,C-1817,0,2024-12-02,Professional,Monthly,detractor,Technical,"Honestly, the system crashes every time we try to start a conference and we’ve wasted countless hours."
SV-00587,C-1818,8,2024-05-14,Enterprise,Annual,passive,Billing,"We’re impressed with the call quality and the seamless video meetings across our global teams. The only hiccup has been the occasional payment failure notice, which support cleared quickly. Keep up the good work!"
SV-00586,C-1818,8,2024-09-07,Enterprise,Annual,passive,Billing,"Overall, the platform is solid and our agents rely on the call routing daily, but the three payment failures we experienced caused unnecessary admin overhead. The technical team eventually resolved the issues, though the ticket resolution time could be faster."
SV-04139,C-1819,9,2024-12-29,enterprise,Annual,promoter,General,"We’ve been using the video conferencing and team messaging features nonstop, and the call quality has been rock‑solid even during peak hours. Even though I haven’t logged in in the past few weeks, the system’s reliability means my team can pick up where they left off without any hiccups. The integration with our CRM works flawlessly, and the support team answered our billing queries instantly. I’m especially impressed with the analytics dashboard that gives us real‑time insight into call volumes. This platform has become the backbone of our communications, and I recommend it to anyone looking for a dependable solution."
SV-04140,C-1819,10,2024-02-11,enterprise,Annual,promoter,General,"Honestly, the video quality is flawless and the instant messaging feels like a natural extension of our workflow."
SV-03334,C-1820,7,2024-11-26,Professional,Monthly,passive,Feature Request,"After using the platform for several months, I’m happy with the stability, but I wish the reporting module offered more customizable filters. It would help our managers track agent performance more precisely."
SV-01098,C-1821,2,2024-09-14,Enterprise,Monthly,detractor,Technical,"Frankly, the constant call drops and the system outages have cost us several high‑value deals, and I’m done tolerating it. We’ve already migrated half of our call center to another provider because the platform can’t handle our volume. The support tickets piled up with no real resolution, and the critical incidents were ignored. Billing was a nightmare too, with unclear invoices that added to the frustration. I regret the investment and will be looking for a more reliable solution."
SV-02642,C-1822,6,2024-09-30,Enterprise,Annual,detractor,Onboarding,"Actually, the onboarding felt rushed and we never got a proper walkthrough of the advanced routing features. Even though we have a large usage footprint, we only adopted a fraction of what’s available, and the two payment failures added to the disappointment. A more guided training would have helped us get value faster."
SV-02643,C-1822,8,2024-04-09,Enterprise,Annual,passive,Billing,"In our daily operations, the agents rely heavily on the call routing and queue management, but the two payment failures we encountered caused unnecessary delays in budgeting. While the platform’s core functions are solid, the low adoption of advanced features suggests the UI could be more intuitive. The unresolved tickets, especially the technical ones, have been a pain point, though the support team finally addressed the critical incident last month. I’d love to see clearer documentation on feature setup to boost adoption. Overall, it’s a good tool once the onboarding bumps are smoothed out."
SV-02497,C-1823,8,2024-08-22,Enterprise,Annual,passive,Technical,"My team loves the call quality and seamless video handoffs, but the 33% unresolved technical tickets are concerning. When we hit a critical incident, we need faster fixes to keep our service level agreements intact. A more proactive support approach would make a big difference."
SV-02571,C-1824,0,2024-11-04,Professional,Annual,detractor,Feature Request,"Despite the platform’s promises, it never delivered the custom call routing we need, and I’m walking away."
